,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,term_deposit
1230,32,blue-collar,married,secondary,no,225,yes,no,cellular,17,apr,574,1,150,1,failure,yes
1231,38,management,married,tertiary,no,165,yes,no,cellular,17,apr,526,1,260,2,other,yes
1232,37,blue-collar,married,primary,no,3154,yes,no,cellular,17,apr,404,1,305,3,failure,yes
1233,29,technician,married,secondary,no,1180,yes,no,cellular,17,apr,367,3,323,3,failure,yes
1234,34,management,married,secondary,yes,879,yes,no,cellular,17,apr,712,1,344,1,failure,yes
1235,41,self-employed,married,secondary,no,323,yes,no,cellular,17,apr,949,2,254,6,other,yes
1236,53,technician,married,secondary,no,5303,yes,no,telephone,17,apr,320,3,180,1,success,yes
1237,28,technician,single,tertiary,no,387,yes,no,cellular,20,apr,205,1,82,1,failure,yes
1238,37,management,single,tertiary,no,72,yes,yes,cellular,20,apr,885,5,150,7,failure,yes
1239,29,self-employed,married,secondary,no,123,no,yes,cellular,21,apr,158,2,181,1,success,yes
1240,41,management,divorced,tertiary,no,1757,no,no,cellular,22,apr,314,1,239,13,failure,yes
1241,32,technician,single,tertiary,no,5514,no,no,cellular,22,apr,319,1,182,1,success,yes
1242,33,admin.,married,tertiary,no,882,no,no,cellular,22,apr,104,1,183,4,failure,yes
1243,45,admin.,divorced,primary,no,429,yes,no,cellular,22,apr,147,1,181,1,success,yes
1244,53,management,married,tertiary,no,3754,no,no,cellular,22,apr,307,1,278,2,failure,yes
1245,31,admin.,single,tertiary,no,676,yes,no,cellular,22,apr,124,2,343,2,other,yes
1246,37,management,married,tertiary,no,0,yes,no,cellular,23,apr,242,5,153,7,failure,yes
1247,29,management,single,tertiary,no,224,yes,no,cellular,24,apr,65,2,81,3,failure,yes
1248,32,management,single,tertiary,no,2974,yes,no,cellular,24,apr,227,1,4,1,failure,yes
1249,31,technician,single,tertiary,no,1081,no,no,cellular,24,apr,202,5,261,2,failure,yes
1250,35,blue-collar,married,secondary,no,149,yes,no,cellular,29,apr,507,3,349,1,other,yes
1251,29,admin.,married,secondary,no,7707,yes,no,cellular,29,apr,961,2,334,2,failure,yes
1252,46,self-employed,single,secondary,no,526,no,no,cellular,30,apr,523,1,87,2,other,yes
1253,38,services,married,secondary,no,1970,yes,no,cellular,30,apr,701,1,176,1,success,yes
1254,47,technician,married,secondary,no,1167,yes,no,cellular,30,apr,968,1,87,5,failure,yes
1255,52,management,married,tertiary,no,193,no,no,cellular,30,apr,381,1,269,1,failure,yes
1256,36,unemployed,single,tertiary,no,1291,no,no,cellular,30,apr,195,1,86,1,success,yes
1257,47,blue-collar,married,secondary,no,1230,yes,no,cellular,30,apr,412,1,169,1,success,yes
1258,36,admin.,married,secondary,no,96,no,no,cellular,30,apr,208,1,87,1,success,yes
1259,23,student,single,secondary,no,0,no,no,cellular,30,apr,297,1,83,6,success,yes
1260,29,management,single,tertiary,no,697,no,no,cellular,30,apr,365,1,85,1,success,yes
1261,49,admin.,married,secondary,no,3608,yes,no,cellular,30,apr,252,1,168,1,success,yes
1262,59,technician,married,secondary,no,2308,no,no,cellular,30,apr,815,1,87,1,other,yes
1263,58,management,divorced,tertiary,no,5701,no,no,cellular,30,apr,354,1,87,1,success,yes
1264,48,blue-collar,married,secondary,no,292,no,no,cellular,30,apr,271,1,79,1,success,yes
1265,54,admin.,divorced,secondary,no,1693,no,no,cellular,30,apr,1277,1,87,2,other,yes
1266,42,technician,married,tertiary,no,757,no,no,cellular,30,apr,354,1,79,1,success,yes
1267,42,blue-collar,married,primary,no,201,yes,no,cellular,30,apr,841,1,85,2,failure,yes
1268,44,self-employed,divorced,tertiary,no,1070,yes,no,cellular,30,apr,381,1,160,2,other,yes
1269,30,management,single,tertiary,no,398,no,no,cellular,30,apr,554,1,6,2,success,yes
1270,46,technician,married,secondary,no,0,no,no,cellular,30,apr,200,1,259,2,other,yes
1271,31,management,married,tertiary,no,1331,no,no,cellular,30,apr,297,1,86,3,success,yes
1272,35,management,single,tertiary,no,1750,yes,no,cellular,30,apr,687,1,9,3,success,yes
1273,35,management,married,tertiary,no,193,yes,no,cellular,30,apr,565,1,13,1,failure,yes
1274,56,management,married,tertiary,no,616,no,no,cellular,30,apr,225,1,83,1,success,yes
1275,35,admin.,single,tertiary,no,994,no,no,cellular,30,apr,400,1,87,2,failure,yes
1276,46,services,married,secondary,no,4,no,no,cellular,30,apr,268,1,261,5,other,yes
1277,42,management,married,tertiary,no,6060,yes,no,cellular,30,apr,316,1,350,2,failure,yes
1278,33,management,married,tertiary,no,55,no,no,cellular,30,apr,526,2,87,3,failure,yes
1279,37,management,married,tertiary,no,630,no,no,cellular,30,apr,315,1,87,1,success,yes
1280,53,management,married,tertiary,no,1624,no,no,cellular,30,apr,284,3,84,3,success,yes
1281,26,admin.,single,secondary,no,255,no,no,cellular,30,apr,457,1,80,1,success,yes
1282,30,admin.,single,secondary,no,270,no,no,cellular,30,apr,437,1,80,1,success,yes
1283,38,management,married,tertiary,no,613,no,no,cellular,30,apr,242,1,86,1,success,yes
1284,29,technician,single,secondary,no,674,no,no,cellular,30,apr,483,1,13,5,success,yes
1285,47,management,single,tertiary,no,86,no,no,cellular,30,apr,387,3,87,1,success,yes
1286,34,management,single,tertiary,no,1228,no,no,cellular,30,apr,580,2,84,8,success,yes
1287,54,technician,divorced,secondary,no,2156,yes,no,cellular,30,apr,258,1,86,5,success,yes
1288,28,student,single,tertiary,no,3054,no,no,cellular,30,apr,384,1,80,6,other,yes
1289,46,management,married,tertiary,no,699,no,no,cellular,30,apr,970,1,87,1,failure,yes
1290,35,management,married,tertiary,no,495,no,no,cellular,30,apr,266,1,87,1,failure,yes
1291,47,blue-collar,married,primary,no,2749,yes,no,cellular,30,apr,774,2,164,1,failure,yes
1292,34,management,married,tertiary,no,0,yes,no,cellular,30,apr,300,1,86,1,success,yes
1293,54,management,married,tertiary,no,1014,no,yes,cellular,30,apr,240,1,162,2,failure,yes
1294,39,management,married,tertiary,no,0,no,no,cellular,30,apr,342,3,22,3,other,yes
1295,33,blue-collar,single,tertiary,no,700,no,no,cellular,30,apr,169,1,80,2,success,yes
1296,58,management,married,tertiary,no,4152,yes,no,cellular,30,apr,750,2,164,4,other,yes
1297,54,technician,married,secondary,no,0,no,no,telephone,30,apr,766,3,84,3,success,yes
1298,31,management,single,tertiary,no,354,no,no,cellular,30,apr,502,1,9,2,success,yes
1299,32,technician,single,tertiary,no,1246,yes,no,cellular,30,apr,509,1,85,2,success,yes
1300,34,management,married,tertiary,no,3047,no,no,cellular,30,apr,317,1,160,5,other,yes
1301,29,blue-collar,single,secondary,no,734,yes,yes,cellular,30,apr,259,1,296,1,other,yes
1302,30,admin.,single,tertiary,no,305,no,no,cellular,30,apr,633,1,85,2,success,yes
1303,40,technician,single,tertiary,no,1646,yes,no,cellular,4,may,392,2,91,3,success,yes
1304,28,unemployed,single,primary,no,236,no,no,cellular,4,may,193,1,87,3,failure,yes
1305,33,management,single,tertiary,no,5437,no,no,cellular,4,may,267,1,91,1,failure,yes
1306,41,blue-collar,married,secondary,no,5060,no,no,cellular,4,may,963,1,83,3,success,yes
1307,38,technician,divorced,secondary,no,902,yes,no,cellular,4,may,301,3,90,1,success,yes
1308,47,technician,married,secondary,no,335,no,no,cellular,4,may,417,1,76,1,success,yes
1309,49,management,married,tertiary,no,1,no,no,telephone,4,may,1076,3,175,1,success,yes
1310,33,technician,single,tertiary,no,1636,yes,no,cellular,4,may,592,1,66,1,success,yes
1311,60,technician,married,secondary,no,316,no,no,cellular,4,may,545,2,263,4,failure,yes
1312,33,services,single,secondary,no,489,yes,no,cellular,4,may,297,4,334,1,other,yes
1313,32,student,single,tertiary,no,1138,no,no,cellular,4,may,214,3,83,3,success,yes
1314,48,blue-collar,married,secondary,no,863,yes,no,telephone,4,may,412,5,350,2,success,yes
1315,36,self-employed,married,secondary,no,188,yes,yes,cellular,4,may,1046,3,333,2,success,yes
1316,35,management,married,tertiary,no,520,yes,no,cellular,4,may,458,3,17,5,failure,yes
1317,30,self-employed,married,tertiary,no,2666,no,no,cellular,4,may,781,3,89,1,success,yes
1318,39,management,single,tertiary,no,1515,yes,no,cellular,4,may,815,6,167,6,failure,yes
1319,39,management,single,tertiary,no,2454,yes,no,cellular,4,may,716,3,263,2,failure,yes
1320,31,management,single,tertiary,no,12857,yes,no,telephone,4,may,483,4,87,2,success,yes
1321,35,entrepreneur,married,secondary,no,2971,no,no,cellular,4,may,429,4,164,2,failure,yes
1322,36,services,single,secondary,no,1227,yes,yes,cellular,4,may,775,5,341,3,failure,yes
1323,59,retired,divorced,secondary,no,514,no,no,cellular,4,may,673,6,90,1,success,yes
1324,28,blue-collar,married,secondary,no,61,yes,no,cellular,4,may,226,2,319,1,success,yes
1325,35,student,single,secondary,no,188,yes,no,cellular,5,may,863,1,78,8,success,yes
1326,31,blue-collar,single,secondary,no,196,yes,no,cellular,5,may,568,1,341,7,failure,yes
1327,30,technician,single,secondary,no,-522,yes,yes,cellular,5,may,670,2,286,6,failure,yes
1328,35,admin.,married,secondary,no,1286,yes,no,cellular,5,may,862,3,337,1,other,yes
1329,49,blue-collar,married,secondary,no,2039,yes,no,cellular,6,may,451,1,169,2,failure,yes
1330,27,admin.,married,secondary,no,710,yes,yes,cellular,6,may,653,1,334,2,success,yes
1331,37,technician,divorced,secondary,no,141,yes,no,cellular,6,may,848,1,364,3,failure,yes
1332,30,management,divorced,tertiary,no,415,yes,yes,cellular,6,may,984,1,343,4,failure,yes
1333,34,entrepreneur,married,tertiary,no,0,yes,no,cellular,6,may,611,1,183,1,failure,yes
1334,36,management,single,tertiary,no,7506,yes,no,cellular,6,may,839,2,188,1,success,yes
1335,37,management,single,tertiary,no,102,yes,no,cellular,6,may,445,1,258,2,failure,yes
1336,27,technician,single,secondary,no,2,yes,yes,cellular,6,may,554,2,356,1,failure,yes
1337,32,admin.,married,secondary,no,752,yes,no,cellular,6,may,519,2,166,5,failure,yes
1338,49,management,married,secondary,no,99,yes,no,cellular,6,may,687,2,343,1,failure,yes
1339,49,services,married,primary,no,0,yes,no,cellular,6,may,445,2,166,3,failure,yes
1340,33,management,married,secondary,no,3935,yes,no,cellular,6,may,765,1,342,2,failure,yes
1341,31,management,single,tertiary,no,59,yes,yes,cellular,6,may,1347,2,363,1,failure,yes
1342,40,management,married,tertiary,no,1598,yes,yes,cellular,6,may,1074,4,344,3,failure,yes
1343,33,admin.,married,secondary,no,-370,yes,no,cellular,7,may,261,1,345,1,failure,yes
1344,31,services,divorced,primary,no,459,yes,no,cellular,7,may,623,1,293,1,success,yes
1345,42,blue-collar,married,primary,no,1461,yes,no,cellular,7,may,757,2,170,3,failure,yes
1346,36,management,single,tertiary,no,4,yes,no,cellular,7,may,855,2,342,1,failure,yes
1347,30,services,single,secondary,no,-271,yes,no,cellular,7,may,609,1,337,1,success,yes
1348,50,services,married,primary,no,5024,yes,yes,cellular,7,may,661,1,267,11,other,yes
1349,51,admin.,married,secondary,no,3025,no,no,cellular,7,may,476,1,352,1,other,yes
1350,29,technician,single,tertiary,no,0,yes,no,cellular,7,may,347,2,337,6,failure,yes
1351,43,management,married,tertiary,no,1429,yes,no,cellular,7,may,1030,1,169,3,success,yes
1352,31,admin.,single,secondary,no,0,yes,no,cellular,7,may,895,2,295,2,failure,yes
1353,34,admin.,married,secondary,no,48,yes,no,cellular,7,may,1806,2,287,3,other,yes
1354,49,blue-collar,single,primary,no,2146,yes,no,cellular,7,may,1516,2,353,2,other,yes
1355,42,unemployed,married,secondary,no,356,yes,no,cellular,7,may,787,3,356,2,failure,yes
1356,45,admin.,married,secondary,yes,-106,yes,yes,cellular,7,may,553,3,288,1,other,yes
1357,45,services,divorced,secondary,no,608,yes,yes,cellular,7,may,1135,3,323,30,failure,yes
1358,45,blue-collar,divorced,secondary,no,-184,yes,no,cellular,7,may,878,3,170,5,failure,yes
1359,39,admin.,single,secondary,no,2345,yes,no,cellular,8,may,491,2,344,2,failure,yes
1360,57,admin.,married,secondary,no,6005,yes,no,cellular,8,may,704,1,323,6,failure,yes
1361,42,management,married,tertiary,no,4,yes,no,cellular,8,may,579,2,295,1,success,yes
1362,57,management,married,tertiary,no,830,yes,yes,cellular,8,may,662,1,367,1,success,yes
1363,59,retired,married,tertiary,no,148,yes,yes,cellular,8,may,685,2,366,1,other,yes
1364,47,retired,married,primary,no,1374,no,yes,telephone,8,may,479,2,359,3,failure,yes
1365,35,student,married,tertiary,no,387,yes,no,cellular,8,may,1024,3,347,3,failure,yes
1366,42,management,married,tertiary,no,-556,yes,yes,cellular,8,may,682,3,347,3,failure,yes
1367,41,admin.,single,secondary,no,-109,yes,yes,cellular,11,may,1038,1,370,1,failure,yes
1368,36,entrepreneur,single,secondary,no,866,yes,no,cellular,11,may,629,1,173,1,failure,yes
1369,43,management,divorced,tertiary,no,580,yes,no,cellular,11,may,1514,1,284,2,failure,yes
1370,40,management,married,tertiary,no,-17,yes,yes,cellular,11,may,474,1,256,1,success,yes
1371,49,blue-collar,divorced,primary,no,24,yes,no,cellular,11,may,701,1,362,1,success,yes
1372,38,services,married,secondary,no,5293,yes,no,cellular,11,may,475,1,171,6,failure,yes
1373,39,management,married,tertiary,no,763,yes,no,cellular,11,may,877,7,300,2,other,yes
1374,50,retired,married,secondary,no,8648,no,no,cellular,12,may,731,3,176,1,failure,yes
1375,34,admin.,divorced,secondary,no,479,yes,no,cellular,12,may,515,1,350,5,failure,yes
1376,38,housemaid,single,primary,no,199,yes,no,cellular,12,may,1203,1,306,1,failure,yes
1377,39,services,married,secondary,no,25,yes,yes,cellular,12,may,658,1,351,3,failure,yes
1378,48,services,divorced,secondary,no,-361,yes,no,cellular,12,may,1062,3,349,3,other,yes
1379,30,services,single,secondary,no,-158,yes,no,cellular,12,may,426,1,370,2,failure,yes
1380,34,admin.,single,secondary,no,151,yes,no,cellular,12,may,590,1,370,1,other,yes
1381,39,management,single,tertiary,no,5073,yes,no,cellular,12,may,1182,1,286,4,failure,yes
1382,39,admin.,married,secondary,no,607,yes,no,cellular,12,may,454,2,364,3,failure,yes
1383,47,services,married,secondary,no,367,yes,no,cellular,12,may,309,1,306,4,success,yes
1384,35,blue-collar,single,secondary,no,855,yes,no,cellular,12,may,549,1,300,1,success,yes
1385,47,admin.,married,secondary,no,663,yes,yes,cellular,12,may,409,1,274,6,other,yes
1386,46,blue-collar,married,primary,no,804,yes,no,cellular,12,may,1063,2,361,1,success,yes
1387,37,admin.,single,primary,no,912,yes,no,cellular,12,may,637,3,328,22,other,yes
1388,38,management,single,tertiary,no,3646,yes,no,cellular,12,may,1710,2,286,1,other,yes
1389,59,admin.,married,secondary,no,145,yes,no,telephone,12,may,556,2,287,13,success,yes
1390,35,technician,single,secondary,no,399,yes,no,cellular,13,may,496,2,345,3,failure,yes
1391,36,blue-collar,married,primary,no,319,yes,no,cellular,13,may,774,2,301,1,failure,yes
1392,33,technician,married,secondary,no,221,yes,no,cellular,13,may,669,1,355,4,failure,yes
1393,28,admin.,divorced,secondary,no,451,yes,no,cellular,13,may,302,1,301,1,success,yes
1394,36,blue-collar,married,primary,no,828,no,no,cellular,13,may,1512,1,345,8,failure,yes
1395,42,blue-collar,single,secondary,no,1080,yes,yes,cellular,13,may,951,3,370,4,failure,yes
1396,34,management,single,tertiary,no,76,yes,no,cellular,13,may,747,2,371,3,failure,yes
1397,30,admin.,married,secondary,no,396,yes,no,cellular,13,may,366,3,348,2,failure,yes
1398,35,management,single,tertiary,no,1396,yes,no,cellular,13,may,809,1,300,1,failure,yes
1399,51,blue-collar,divorced,primary,no,-19,yes,no,cellular,13,may,829,1,296,11,failure,yes
1400,41,services,married,secondary,no,471,yes,no,cellular,13,may,954,2,293,4,success,yes
1401,50,technician,divorced,secondary,no,-54,yes,yes,cellular,13,may,698,2,292,1,failure,yes
1402,40,blue-collar,married,primary,no,830,yes,no,cellular,13,may,873,3,370,2,failure,yes
1403,36,admin.,divorced,secondary,no,437,yes,no,cellular,14,may,722,2,344,1,success,yes
1404,28,blue-collar,single,primary,no,54,yes,no,cellular,14,may,533,1,371,1,other,yes
1405,49,management,married,tertiary,no,85,yes,no,cellular,14,may,590,5,359,1,other,yes
1406,31,self-employed,single,tertiary,no,17924,yes,no,cellular,14,may,745,1,174,3,failure,yes
1407,55,blue-collar,divorced,primary,no,8180,no,no,cellular,14,may,854,2,360,1,failure,yes
1408,35,blue-collar,single,secondary,no,4963,yes,no,cellular,14,may,456,1,300,1,failure,yes
1409,31,admin.,married,secondary,no,8781,yes,no,cellular,14,may,680,1,177,1,success,yes
1410,39,management,married,tertiary,no,1738,yes,no,cellular,14,may,633,1,358,1,other,yes
1411,48,blue-collar,married,primary,no,214,yes,yes,cellular,14,may,307,1,177,2,failure,yes
1412,29,management,married,secondary,no,231,no,no,cellular,14,may,1075,1,14,1,failure,yes
1413,41,blue-collar,married,secondary,no,580,yes,no,cellular,14,may,874,1,363,1,failure,yes
1414,34,management,married,tertiary,no,273,yes,no,cellular,14,may,492,1,175,2,failure,yes
1415,36,self-employed,divorced,tertiary,no,1354,yes,no,cellular,14,may,1723,1,356,2,success,yes
1416,35,blue-collar,divorced,secondary,no,336,yes,no,cellular,14,may,191,1,346,2,failure,yes
1417,31,blue-collar,single,secondary,no,953,yes,no,cellular,14,may,479,1,346,2,success,yes
1418,53,services,divorced,secondary,no,765,yes,no,cellular,14,may,959,3,174,7,other,yes
1419,30,admin.,single,secondary,no,315,yes,no,cellular,14,may,884,3,346,4,failure,yes
1420,34,admin.,married,secondary,no,124,yes,no,telephone,14,may,604,4,366,2,other,yes
1421,39,services,single,secondary,no,7066,yes,no,cellular,15,may,667,3,357,3,other,yes
1422,42,services,married,secondary,no,146,yes,yes,cellular,15,may,670,4,346,1,failure,yes
1423,44,blue-collar,single,primary,no,36,yes,no,cellular,15,may,551,1,371,2,failure,yes
1424,21,blue-collar,married,primary,no,-172,yes,yes,cellular,15,may,409,1,361,3,failure,yes
1425,56,services,single,secondary,no,-40,yes,no,cellular,15,may,311,1,368,2,failure,yes
1426,26,services,married,secondary,no,77,yes,no,cellular,15,may,619,1,340,4,failure,yes
1427,35,blue-collar,married,primary,no,22,yes,no,cellular,15,may,1190,2,302,2,other,yes
1428,28,admin.,single,secondary,no,154,yes,no,cellular,15,may,536,1,364,1,other,yes
1429,35,admin.,divorced,secondary,no,534,no,no,cellular,15,may,669,1,312,3,failure,yes
1430,35,housemaid,married,tertiary,no,1265,yes,no,cellular,15,may,326,5,179,4,failure,yes
1431,28,management,single,secondary,no,703,yes,no,cellular,15,may,485,1,88,1,other,yes
1432,31,admin.,married,secondary,no,685,yes,no,cellular,15,may,552,1,329,3,failure,yes
1433,46,blue-collar,married,primary,no,1085,yes,yes,cellular,15,may,523,2,353,58,other,yes
1434,29,services,married,secondary,no,6567,yes,no,cellular,15,may,792,2,298,1,failure,yes
1435,39,entrepreneur,married,secondary,no,2139,yes,no,cellular,15,may,576,4,371,1,failure,yes
1436,53,management,divorced,tertiary,no,50,yes,no,cellular,15,may,669,1,337,3,failure,yes
1437,54,unemployed,married,secondary,no,582,yes,no,cellular,15,may,693,5,372,2,failure,yes
1438,28,services,single,secondary,no,341,yes,no,cellular,15,may,437,3,347,3,other,yes
1439,25,admin.,single,secondary,no,507,yes,no,cellular,15,may,832,1,367,3,failure,yes
1440,44,blue-collar,married,primary,no,-101,yes,no,cellular,15,may,679,1,366,4,failure,yes
1441,48,blue-collar,married,secondary,no,480,yes,no,cellular,15,may,830,1,352,2,failure,yes
1442,40,admin.,married,secondary,no,2574,yes,no,cellular,15,may,432,1,176,1,failure,yes
1443,28,management,single,tertiary,no,41,yes,no,cellular,15,may,885,3,352,2,other,yes
1444,36,admin.,single,secondary,no,148,yes,no,cellular,15,may,1357,4,374,2,failure,yes
1445,38,self-employed,single,tertiary,no,5774,yes,no,cellular,15,may,406,4,359,5,other,yes
1446,33,admin.,single,secondary,no,5,yes,no,cellular,15,may,934,2,368,2,failure,yes
1447,37,blue-collar,married,primary,no,2120,yes,no,cellular,15,may,655,3,175,4,failure,yes
1448,51,management,single,tertiary,no,297,yes,no,cellular,15,may,415,4,375,1,failure,yes
1449,35,blue-collar,married,secondary,no,205,yes,yes,cellular,15,may,1313,7,312,1,failure,yes
1450,32,management,single,tertiary,no,6542,yes,no,cellular,15,may,1598,4,175,5,failure,yes
1451,29,blue-collar,married,secondary,no,-493,yes,no,cellular,18,may,536,2,334,4,failure,yes
1452,40,admin.,single,secondary,no,2040,yes,no,cellular,18,may,906,2,350,2,failure,yes
1453,32,technician,single,secondary,no,230,yes,no,cellular,18,may,442,1,266,8,failure,yes
1454,31,blue-collar,single,secondary,no,239,yes,no,cellular,18,may,666,1,360,1,success,yes
1455,24,services,single,secondary,no,414,yes,no,cellular,18,may,493,1,370,1,other,yes
1456,57,admin.,married,secondary,no,403,yes,no,cellular,18,may,603,1,340,2,other,yes
1457,23,services,single,secondary,no,279,yes,no,cellular,18,may,843,1,370,1,failure,yes
1458,25,management,married,tertiary,no,-242,yes,yes,cellular,18,may,600,4,332,4,other,yes
1459,55,retired,divorced,tertiary,no,0,no,no,cellular,18,may,616,1,370,1,success,yes
1460,36,housemaid,single,secondary,no,1015,yes,no,cellular,18,may,1008,1,347,2,success,yes
1461,45,technician,divorced,secondary,no,-357,yes,yes,cellular,18,may,618,1,355,2,failure,yes
1462,32,blue-collar,married,primary,no,-454,yes,yes,cellular,18,may,801,5,355,2,failure,yes
1463,33,blue-collar,married,secondary,no,139,yes,yes,cellular,18,may,732,2,291,5,failure,yes
1464,34,blue-collar,married,primary,no,-1,yes,no,cellular,18,may,1057,6,355,1,other,yes
1465,38,technician,single,secondary,no,-242,yes,no,cellular,18,may,1173,3,278,6,success,yes
1466,35,services,single,secondary,no,719,yes,no,cellular,18,may,1359,3,368,3,failure,yes
1467,29,unemployed,single,tertiary,no,497,yes,no,cellular,18,may,642,3,298,6,success,yes
1468,42,blue-collar,married,secondary,no,366,yes,no,cellular,22,may,324,1,106,1,failure,yes
1469,45,admin.,divorced,secondary,no,397,yes,yes,cellular,22,may,582,1,95,2,success,yes
1470,32,technician,single,tertiary,no,1625,no,no,cellular,22,may,796,1,109,1,failure,yes
1471,37,services,married,secondary,no,1543,yes,no,cellular,22,may,298,1,10,6,failure,yes
1472,39,management,single,tertiary,no,0,yes,no,cellular,22,may,271,1,93,3,success,yes
1473,43,services,married,secondary,no,2145,no,no,cellular,22,may,271,1,183,3,failure,yes
1474,26,student,single,secondary,no,620,no,no,cellular,22,may,223,1,94,1,success,yes
1475,27,student,single,tertiary,no,3733,yes,no,cellular,22,may,198,1,98,6,success,yes
1476,42,management,married,primary,no,5310,yes,no,cellular,22,may,545,2,186,1,success,yes
1477,36,management,married,tertiary,no,255,no,no,cellular,22,may,970,2,92,2,other,yes
1478,27,management,single,tertiary,no,616,yes,no,cellular,22,may,685,1,101,1,other,yes
1479,43,admin.,single,secondary,no,733,yes,no,cellular,25,may,282,1,187,3,success,yes
1480,60,retired,divorced,tertiary,no,439,no,yes,cellular,25,may,464,1,321,1,failure,yes
1481,26,student,single,tertiary,no,5169,yes,no,cellular,25,may,397,1,35,2,failure,yes
1482,36,management,single,tertiary,no,1379,no,no,cellular,25,may,189,1,186,1,failure,yes
1483,28,technician,single,tertiary,no,0,yes,no,cellular,25,may,269,1,40,2,failure,yes
1484,24,blue-collar,single,secondary,no,167,no,yes,cellular,25,may,288,1,96,2,success,yes
1485,43,technician,divorced,secondary,no,1612,no,no,cellular,25,may,262,2,353,1,other,yes
1486,36,technician,married,tertiary,no,911,yes,yes,cellular,25,may,117,2,21,3,failure,yes
1487,29,admin.,married,tertiary,no,238,no,no,cellular,25,may,344,2,88,1,failure,yes
1488,54,unemployed,married,secondary,no,1561,no,no,cellular,25,may,352,3,186,2,failure,yes
1489,35,technician,single,secondary,no,27,yes,no,cellular,25,may,214,1,305,1,other,yes
1490,32,technician,single,tertiary,no,705,yes,no,cellular,25,may,414,2,35,4,failure,yes
1491,33,technician,single,tertiary,no,109,yes,yes,cellular,25,may,601,2,10,7,failure,yes
1492,24,student,single,secondary,no,23878,no,no,cellular,26,may,133,1,97,1,success,yes
1493,58,technician,married,secondary,no,3399,no,no,cellular,26,may,1078,1,97,7,other,yes
1494,31,technician,single,secondary,no,138,no,no,cellular,26,may,91,1,285,2,other,yes
1495,58,retired,married,secondary,no,2714,no,no,cellular,26,may,165,1,287,2,failure,yes
1496,34,technician,married,tertiary,no,23076,no,no,cellular,26,may,243,2,35,6,other,yes
1497,48,management,divorced,tertiary,no,17964,yes,no,cellular,26,may,208,2,96,3,other,yes
1498,32,management,single,tertiary,no,312,no,no,cellular,26,may,208,2,98,2,success,yes
1499,47,admin.,divorced,secondary,no,2232,no,no,cellular,27,may,439,1,103,1,success,yes
1500,37,admin.,married,secondary,no,1967,no,no,cellular,27,may,242,1,212,1,success,yes
1501,26,admin.,single,secondary,no,2509,no,no,cellular,27,may,776,3,97,3,success,yes
1502,32,blue-collar,married,secondary,no,10287,yes,no,cellular,27,may,281,4,188,1,failure,yes
1503,30,management,single,tertiary,no,5359,no,no,cellular,27,may,119,1,98,1,success,yes
1504,35,technician,married,secondary,no,1368,no,no,cellular,27,may,329,1,41,2,other,yes
1505,25,admin.,single,tertiary,no,760,yes,no,cellular,27,may,223,3,89,2,failure,yes
1506,43,admin.,married,secondary,no,132,no,no,cellular,27,may,187,2,71,1,success,yes
1507,25,technician,single,secondary,no,7103,yes,no,cellular,28,may,188,3,10,1,failure,yes
1508,55,admin.,married,secondary,no,602,no,no,cellular,1,jun,324,3,90,2,success,yes
1509,49,management,married,tertiary,no,1808,yes,no,cellular,1,jun,205,1,95,1,success,yes
1510,45,admin.,married,tertiary,no,2552,no,no,cellular,1,jun,69,1,293,7,failure,yes
1511,47,technician,married,secondary,no,293,no,no,cellular,1,jun,251,1,90,1,success,yes
1512,54,services,divorced,secondary,no,0,no,no,cellular,1,jun,174,1,81,2,success,yes
1513,43,management,divorced,tertiary,no,2367,no,no,cellular,1,jun,114,1,38,2,other,yes
1514,27,management,single,tertiary,no,1840,no,no,cellular,1,jun,220,1,28,8,other,yes
1515,47,management,married,tertiary,no,2351,no,no,cellular,2,jun,163,2,84,1,success,yes
1516,26,admin.,single,tertiary,no,313,no,yes,cellular,2,jun,199,1,96,2,success,yes
1517,47,management,married,tertiary,no,1147,no,no,cellular,2,jun,654,1,95,1,failure,yes
1518,38,admin.,married,tertiary,no,1988,no,no,cellular,2,jun,103,1,67,4,success,yes
1519,42,services,married,secondary,no,1376,yes,no,cellular,2,jun,271,2,92,4,success,yes
1520,49,technician,married,tertiary,no,523,yes,no,cellular,2,jun,712,1,60,3,failure,yes
1521,27,technician,single,tertiary,no,15161,no,no,cellular,2,jun,74,1,120,1,success,yes
1522,38,technician,married,secondary,no,5115,yes,no,cellular,2,jun,318,1,95,7,success,yes
1523,49,services,married,secondary,no,7019,yes,no,cellular,2,jun,263,1,368,3,failure,yes
1524,46,blue-collar,married,secondary,no,1568,yes,no,cellular,2,jun,310,1,55,6,other,yes
1525,28,technician,single,tertiary,no,4987,no,no,cellular,2,jun,924,2,113,21,success,yes
1526,49,management,married,tertiary,no,5887,no,no,cellular,2,jun,181,3,293,2,failure,yes
1527,29,technician,married,secondary,no,23,yes,no,cellular,2,jun,163,1,55,2,failure,yes
1528,34,unemployed,married,secondary,no,978,no,no,cellular,3,jun,262,2,71,1,success,yes
1529,32,self-employed,married,secondary,no,409,no,no,cellular,3,jun,115,2,86,2,success,yes
1530,42,blue-collar,married,secondary,no,2913,no,no,cellular,3,jun,705,1,195,1,failure,yes
1531,29,management,single,tertiary,no,637,yes,no,cellular,3,jun,340,1,119,1,failure,yes
